id,name,category,family,grade,standard_system,standard_designation,uns,en_number,tags,notes,source_type,source_name,confidence,density,youngs_modulus,poisson_ratio,yield_strength,ultimate_strength,toughness,thermal_expansion,melting_point,thermal_conductivity,created_at,updated_at,default_condition_id
134,Magnesium AZ91D [0134],metal,magnesium,AZ91D,ASTM,ASTM E235,X22505,,"bundle,magnesium,metal,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,8027.07,206652942833.48,0.282,1267400888.59,1803781598.3,155095534.73,1.4428686e-05,945.65,220.24,2026-02-02T18:45:01.424296,2026-02-02T18:45:01.424300,172
135,Pc PC [0135],polymer,pc,PC,ASTM,ASTM A873,,,"bundle,pc,polymer,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,1320.84,10425447759.59,0.4181,125323472.72,219610136.04,4310170.28,6.5498561e-05,197.06,0.2379,2026-02-02T18:45:01.424577,2026-02-02T18:45:01.424581,173
136,Titanium CP Grade 2 [0136],metal,titanium,CP Grade 2,JIS,JIS K1325,X20454,,"bundle,metal,synthetic,titanium",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,7859.83,216481434014.76,0.2862,943779828.59,1298097325.1,158760141.29,1.9155454e-05,1395.13,227.1175,2026-02-02T18:45:01.425248,2026-02-02T18:45:01.425255,174
137,Pp PP-GF30 [0137],polymer,pp,PP-GF30,JIS,JIS H7875,,,"bundle,polymer,pp,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,1228.59,983800274.0,0.4229,129569397.34,196666721.76,2273321.47,0.00011122557,261.8,0.444,2026-02-02T18:45:01.426398,2026-02-02T18:45:01.426406,175
138,Aluminum 2024 [0138],metal,aluminum,2024,ISO,ISO 22907,X76954,,"aluminum,bundle,metal,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,8416.38,148469449958.8,0.2815,274842160.14,379154070.89,13359074.84,2.571258e-05,1693.68,202.6494,2026-02-02T18:45:01.426899,2026-02-02T18:45:01.426903,176
139,Titanium Ti-3Al-2.5V [0139],metal,titanium,Ti-3Al-2.5V,ASTM,ASTM C760,X53969,,"bundle,metal,synthetic,titanium",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,7794.39,71375789921.64,0.2989,590619592.48,1056930554.47,45635913.51,7.8121348e-06,1135.71,403.1665,2026-02-02T18:45:01.427176,2026-02-02T18:45:01.427184,177
140,Titanium Ti-3Al-2.5V [0140],metal,titanium,Ti-3Al-2.5V,ASTM,ASTM C215,X71701,,"bundle,metal,synthetic,titanium",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,8267.32,61757326705.43,0.2872,1011698151.28,1310822646.31,43470693.49,1.7624435e-05,599.02,403.7695,2026-02-02T18:45:01.427554,2026-02-02T18:45:01.427557,178
141,Abs ABS [0141],polymer,abs,ABS,ASTM,ASTM D650,,,"abs,bundle,polymer,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,944.02,9190609507.07,0.3867,43832348.06,131043467.01,2107875.74,6.619238e-05,146.94,0.5466,2026-02-02T18:45:01.427827,2026-02-02T18:45:01.427834,179
142,Nickel Alloy Hastelloy C276 [0142],metal,nickel alloy,Hastelloy C276,ASTM,ASTM C296,X43738,,"bundle,metal,nickel_alloy,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,8763.46,152553998486.89,0.3444,1102072754.58,1680215410.86,118366916.78,2.415251e-05,812.03,270.7365,2026-02-02T18:45:01.428122,2026-02-02T18:45:01.428126,180
143,Magnesium AZ91D [0143],metal,magnesium,AZ91D,ISO,ISO 93802,X31968,,"bundle,magnesium,metal,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,8427.05,69901008478.88,0.2952,524027169.89,1364154720.83,57536879.41,1.9625586e-05,1719.0,259.7051,2026-02-02T18:45:01.428366,2026-02-02T18:45:01.428369,181
144,Aluminum 1100 [0144],metal,aluminum,1100,ASTM,ASTM A950,X25549,,"aluminum,bundle,metal,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,8114.16,143898921735.33,0.2609,1370816717.83,1636891506.46,210223258.39,1.4806018e-05,1644.67,109.095,2026-02-02T18:45:01.428794,2026-02-02T18:45:01.428799,182
145,Aluminum 6063 [0145],metal,aluminum,6063,JIS,JIS K9869,X31974,,"aluminum,bundle,metal,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,7779.62,219860487245.98,0.3192,1254978535.19,1541797517.87,158527540.09,2.3122614e-05,759.08,146.7549,2026-02-02T18:45:01.429133,2026-02-02T18:45:01.429136,183
146,Titanium Ti-3Al-2.5V [0146],metal,titanium,Ti-3Al-2.5V,JIS,JIS K8924,X54397,,"bundle,metal,synthetic,titanium",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,7567.44,68465638236.13,0.2813,907772017.33,1657130616.17,118468398.49,1.1096143e-05,646.53,403.7967,2026-02-02T18:45:01.429459,2026-02-02T18:45:01.429461,184
147,Glass Fused silica [0147],ceramic,glass,Fused silica,ISO,ISO 73367,,,"bundle,ceramic,glass,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,3218.89,190820270997.88,0.2584,1886384536.19,2832124788.22,4617013.03,5.9631652e-06,2181.78,1.4398,2026-02-02T18:45:01.430291,2026-02-02T18:45:01.430295,186
148,Epoxy EP-Toughened [0148],polymer,epoxy,EP-Toughened,ISO,ISO 52866,,,"bundle,epoxy,polymer,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,1139.7,15198550761.18,0.4389,112450465.31,169715389.4,2601052.05,0.00012240112,131.8,0.7759,2026-02-02T18:45:01.430614,2026-02-02T18:45:01.430617,188
149,Aluminum 6063 [0149],metal,aluminum,6063,JIS,JIS K1234,X23168,,"aluminum,bundle,metal,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,8784.01,202872464082.67,0.344,347879518.22,1481199620.03,19001909.91,1.497906e-05,1251.01,10.4156,2026-02-02T18:45:01.430934,2026-02-02T18:45:01.430937,189
150,Copper Alloy C17200 [0150],metal,copper alloy,C17200,JIS,JIS G5783,X16279,,"bundle,copper_alloy,metal,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,8797.6,152197159738.42,0.306,1231256008.32,1935302048.4,69989625.93,1.1807842e-05,1370.45,238.7627,2026-02-02T18:45:01.431082,2026-02-02T18:45:01.431087,190
151,Pp PP-H [0151],polymer,pp,PP-H,EN,EN 77379,,1.8093,"bundle,polymer,pp,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,955.08,2863981046.9,0.3685,110614132.5,221051080.64,7053361.83,3.1269987e-05,196.75,0.6442,2026-02-02T18:45:01.431400,2026-02-02T18:45:01.431403,191
152,Epoxy EP-HighTemp [0152],polymer,epoxy,EP-HighTemp,JIS,JIS H8070,,,"bundle,epoxy,polymer,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,1146.76,3830180074.74,0.4302,170065446.99,289938565.21,9059362.91,0.00010767448,355.42,0.2178,2026-02-02T18:45:01.431680,2026-02-02T18:45:01.431683,192
153,Nylon PA66 [0153],polymer,nylon,PA66,EN,EN 59661,,1.6143,"bundle,nylon,polymer,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,1378.25,1199006783.56,0.4163,144452426.95,214965716.77,4706360.35,3.4490323e-05,286.49,0.305,2026-02-02T18:45:01.432035,2026-02-02T18:45:01.432038,193
154,Aluminum 6061 [0154],metal,aluminum,6061,ASTM,ASTM C272,X52265,,"aluminum,bundle,metal,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,8774.0,151572509146.96,0.302,995599645.29,1144638083.53,124764958.78,1.5230194e-05,584.74,419.897,2026-02-02T18:45:01.432358,2026-02-02T18:45:01.432362,194
155,Magnesium AZ91D [0155],metal,magnesium,AZ91D,EN,EN 77838,X83341,1.8661,"bundle,magnesium,metal,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,8483.96,61807976419.05,0.2949,741310358.4,1273568236.89,113317868.83,1.0196059e-05,860.28,131.1858,2026-02-02T18:45:01.433010,2026-02-02T18:45:01.433017,196
156,Peek PEEK-GF30 [0156],polymer,peek,PEEK-GF30,ISO,ISO 93645,,,"bundle,peek,polymer,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,1500.78,11725369292.42,0.3386,150436286.93,210161364.14,10665577.82,0.00010555626,223.89,0.7141,2026-02-02T18:45:01.433355,2026-02-02T18:45:01.433361,197
157,Aluminum 2024 [0157],metal,aluminum,2024,ISO,ISO 94201,X21835,,"aluminum,bundle,metal,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,7988.71,151745894827.18,0.345,1009384635.06,1173052379.25,117993538.61,7.8903375e-06,1658.45,128.9151,2026-02-02T18:45:01.433700,2026-02-02T18:45:01.433706,198
158,Abs ABS [0158],polymer,abs,ABS,ASTM,ASTM D745,,,"abs,bundle,polymer,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,1533.47,13113470824.37,0.3875,120545367.52,251154151.01,2077013.42,5.6428994e-05,191.51,0.3912,2026-02-02T18:45:01.434559,2026-02-02T18:45:01.434565,200
159,Glass Fused silica [0159],ceramic,glass,Fused silica,JIS,JIS K9642,,,"bundle,ceramic,glass,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,2764.79,78282369466.01,0.2826,1820122221.6,2783561824.18,5274970.32,7.5264442e-06,2743.79,116.6697,2026-02-02T18:45:01.435230,2026-02-02T18:45:01.435234,201
160,Nickel Alloy Inconel 718 [0160],metal,nickel alloy,Inconel 718,JIS,JIS G9528,X64574,,"bundle,metal,nickel_alloy,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,7792.45,166701011817.44,0.3103,1464724849.46,2673114655.34,67735013.26,2.1772058e-05,1054.79,345.1777,2026-02-02T18:45:01.435578,2026-02-02T18:45:01.435583,202
161,Silicon Nitride Si3N4-HIP [0161],ceramic,silicon nitride,Si3N4-HIP,ISO,ISO 87125,,,"bundle,ceramic,silicon_nitride,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,4894.73,235255574826.55,0.232,1214695577.28,1316936571.65,11234873.55,1.2618793e-06,2412.65,16.5109,2026-02-02T18:45:01.435943,2026-02-02T18:45:01.435948,203
162,Cfrp CFRP-QuasiIso [0162],composite,CFRP,CFRP-QuasiIso,ISO,ISO 69116,,,"CFRP,bundle,composite,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,1507.1,44180227707.72,0.3677,260889625.49,2166065077.03,1332473.19,6.6412432e-06,279.63,1.8223,2026-02-02T18:45:01.436607,2026-02-02T18:45:01.436613,205
163,Silicon Nitride Si3N4-HIP [0163],ceramic,silicon nitride,Si3N4-HIP,EN,EN 75556,,1.1790,"bundle,ceramic,silicon_nitride,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,3950.3,316444231930.02,0.1561,597867391.05,1109520456.27,3204600.39,1.000082e-05,1405.74,180.5158,2026-02-02T18:45:01.437294,2026-02-02T18:45:01.437298,207
164,Silicon Nitride Si3N4-HIP [0164],ceramic,silicon nitride,Si3N4-HIP,ASTM,ASTM A736,,,"bundle,ceramic,silicon_nitride,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,2618.01,239176426448.89,0.175,1406753632.35,2137230683.32,9232631.99,7.6079621e-06,1408.99,178.6216,2026-02-02T18:45:01.437598,2026-02-02T18:45:01.437602,208
165,Nylon PA12 [0165],polymer,nylon,PA12,ASTM,ASTM B263,,,"bundle,nylon,polymer,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,1524.07,12635948368.32,0.4569,33043891.69,116179270.57,1126604.54,3.3541977e-05,284.25,0.6258,2026-02-02T18:45:01.438005,2026-02-02T18:45:01.438010,209
166,Nickel Alloy Hastelloy C276 [0166],metal,nickel alloy,Hastelloy C276,ISO,ISO 88061,X77939,,"bundle,metal,nickel_alloy,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,8221.71,200069798073.51,0.2865,1205680173.94,1981319347.36,162876719.84,7.4463925e-06,1582.64,40.8195,2026-02-02T18:45:01.438651,2026-02-02T18:45:01.438656,210
167,Nickel Alloy Inconel 718 [0167],metal,nickel alloy,Inconel 718,EN,EN 34350,X90137,1.2305,"bundle,metal,nickel_alloy,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,7606.45,146967617686.81,0.2718,515113307.66,541789869.6,61442279.17,8.7040893e-06,644.24,326.607,2026-02-02T18:45:01.439014,2026-02-02T18:45:01.439018,211
168,Nickel Alloy Inconel 625 [0168],metal,nickel alloy,Inconel 625,EN,EN 82574,X65791,1.3570,"bundle,metal,nickel_alloy,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,7729.54,99054772103.22,0.3461,1366433905.13,2252850944.7,107229532.09,2.5430307e-05,1508.7,393.9795,2026-02-02T18:45:01.439367,2026-02-02T18:45:01.439372,212
169,Titanium Ti-6Al-4V [0169],metal,titanium,Ti-6Al-4V,ISO,ISO 52841,X87244,,"bundle,metal,synthetic,titanium",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,8305.67,68398297556.9,0.3592,1463329450.23,1878690655.9,222396212.67,1.7364786e-05,805.14,325.4136,2026-02-02T18:45:01.439866,2026-02-02T18:45:01.439871,214
170,Silicon Carbide SiC-ReactionBonded [0170],ceramic,silicon carbide,SiC-ReactionBonded,ISO,ISO 10409,,,"bundle,ceramic,silicon_carbide,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,3717.52,320384481255.86,0.1442,1384472050.75,1730547517.66,10046854.65,4.165163e-06,2183.6,113.0178,2026-02-02T18:45:01.440220,2026-02-02T18:45:01.440223,215
171,Copper Alloy C17200 [0171],metal,copper alloy,C17200,JIS,JIS K7980,X59404,,"bundle,copper_alloy,metal,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,7838.65,216309495216.39,0.2801,1164792199.53,2059938099.87,63928155.47,1.57103e-05,996.89,324.5383,2026-02-02T18:45:01.440581,2026-02-02T18:45:01.440585,216
172,Silicon Carbide SiC-ReactionBonded [0172],ceramic,silicon carbide,SiC-ReactionBonded,ASTM,ASTM B392,,,"bundle,ceramic,silicon_carbide,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,2447.18,123283085830.77,0.189,2569461698.19,4003213477.58,5049398.09,7.5907544e-06,1366.49,89.1292,2026-02-02T18:45:01.441292,2026-02-02T18:45:01.441296,218
173,Glass Borosilicate [0173],ceramic,glass,Borosilicate,EN,EN 48683,,1.3598,"bundle,ceramic,glass,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,5967.41,86417699822.59,0.2638,2125808068.0,3525560976.13,15630824.39,2.9431949e-06,2540.42,26.8926,2026-02-02T18:45:01.441705,2026-02-02T18:45:01.441708,219
174,Silicon Carbide SiC-Sintered [0174],ceramic,silicon carbide,SiC-Sintered,ISO,ISO 58364,,,"bundle,ceramic,silicon_carbide,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,2370.08,197302889749.46,0.1923,3126875830.86,4080371030.22,18750437.49,9.5653279e-07,1679.51,29.3943,2026-02-02T18:45:01.442214,2026-02-02T18:45:01.442221,220
175,Magnesium AZ31B [0175],metal,magnesium,AZ31B,EN,EN 70567,X59128,1.6250,"bundle,magnesium,metal,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,8762.66,195278975426.22,0.3322,622263745.9,1022715118.48,76618788.49,2.4254577e-05,782.41,84.7978,2026-02-02T18:45:01.442691,2026-02-02T18:45:01.442695,222
176,Titanium Ti-3Al-2.5V [0176],metal,titanium,Ti-3Al-2.5V,EN,EN 62472,X11468,1.9848,"bundle,metal,synthetic,titanium",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,7912.42,124475377643.73,0.3228,263778050.31,1958068259.74,17778543.47,2.5365413e-05,1063.33,189.9175,2026-02-02T18:45:01.443147,2026-02-02T18:45:01.443195,223
177,Aluminum 1100 [0177],metal,aluminum,1100,ASTM,ASTM C363,X43869,,"aluminum,bundle,metal,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,8496.05,70089317364.13,0.3043,962077756.04,1085083431.54,166358273.4,2.5705921e-05,733.25,325.8233,2026-02-02T18:45:01.443670,2026-02-02T18:45:01.443673,224
178,Aluminum 6061 [0178],metal,aluminum,6061,ISO,ISO 21247,X30302,,"aluminum,bundle,metal,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,7653.51,197916344328.51,0.2877,1014372586.52,1859032621.27,149449013.82,7.3118593e-06,1438.25,411.7051,2026-02-02T18:45:01.443886,2026-02-02T18:45:01.443890,225
179,Magnesium AZ31B [0179],metal,magnesium,AZ31B,EN,EN 25859,X61352,1.2734,"bundle,magnesium,metal,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,8577.83,146911050113.88,0.3002,478794702.86,1277023199.51,50436835.05,1.4471368e-05,1168.31,173.363,2026-02-02T18:45:01.444172,2026-02-02T18:45:01.444176,226
180,Glass Borosilicate [0180],ceramic,glass,Borosilicate,ASTM,ASTM C461,,,"bundle,ceramic,glass,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,2554.91,238366131171.36,0.2618,3330542238.53,6025983915.68,6759157.95,9.6115904e-06,1864.61,199.4371,2026-02-02T18:45:01.444547,2026-02-02T18:45:01.444550,227
181,Mmc Al-SiC MMC [0181],composite,MMC,Al-SiC MMC,JIS,JIS H7867,,,"MMC,bundle,composite,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,1676.11,105169025410.14,0.3339,201282965.99,1506897004.23,2091715.59,6.9946164e-06,181.99,10.592,2026-02-02T18:45:01.444814,2026-02-02T18:45:01.444817,228
182,Ptfe PTFE-Glass [0182],polymer,ptfe,PTFE-Glass,EN,EN 59373,,1.2819,"bundle,polymer,ptfe,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,1519.25,6852024054.27,0.455,170531271.14,221379303.84,7891330.56,0.00011758041,269.45,0.1993,2026-02-02T18:45:01.445632,2026-02-02T18:45:01.445636,230
183,Magnesium AZ31B [0183],metal,magnesium,AZ31B,JIS,JIS H2187,X21243,,"bundle,magnesium,metal,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,8518.64,193632912015.61,0.3226,1136355393.79,1516809732.18,117765645.36,2.3772224e-05,875.02,198.4995,2026-02-02T18:45:01.445979,2026-02-02T18:45:01.445985,231
184,Pc PC [0184],polymer,pc,PC,ISO,ISO 14021,,,"bundle,pc,polymer,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,1070.3,12245971683.39,0.3591,79666234.49,255043761.08,2944540.6,0.00012450839,259.99,0.6377,2026-02-02T18:45:01.447097,2026-02-02T18:45:01.447105,233
185,Nickel Alloy Hastelloy C276 [0185],metal,nickel alloy,Hastelloy C276,ASTM,ASTM A779,X14930,,"bundle,metal,nickel_alloy,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,8242.52,183611230627.61,0.2769,819531795.74,1635595704.62,83998542.36,1.0677442e-05,811.76,73.88,2026-02-02T18:45:01.449116,2026-02-02T18:45:01.449123,234
186,Steel 4140 [0186],metal,steel,4140,EN,EN 74143,X92714,1.3264,"bundle,metal,steel,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,7659.16,78515539686.79,0.2665,590047751.13,950841401.34,28530446.45,8.4010171e-06,762.76,22.5437,2026-02-02T18:45:01.449441,2026-02-02T18:45:01.449444,235
187,Steel A36 [0187],metal,steel,A36,ASTM,ASTM E109,X19316,,"bundle,metal,steel,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,7516.84,196159297890.29,0.267,532994671.55,939809881.71,81526111.66,2.5568603e-05,862.68,37.7703,2026-02-02T18:45:01.450027,2026-02-02T18:45:01.450031,236
188,Steel 17-4PH [0188],metal,steel,17-4PH,JIS,JIS G9890,X20821,,"bundle,metal,steel,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,8873.97,119193221513.34,0.2721,1333148857.44,2083714674.95,209418998.37,1.3972051e-05,1004.07,116.6882,2026-02-02T18:45:01.450524,2026-02-02T18:45:01.450527,237
189,Magnesium AZ91D [0189],metal,magnesium,AZ91D,EN,EN 58526,X50700,1.2996,"bundle,magnesium,metal,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,8794.93,146185915543.27,0.3432,1484448562.16,1973260942.14,143096010.3,2.2493277e-05,1597.75,230.9808,2026-02-02T18:45:01.450986,2026-02-02T18:45:01.450990,238
190,Nickel Alloy Hastelloy C276 [0190],metal,nickel alloy,Hastelloy C276,ISO,ISO 16028,X10646,,"bundle,metal,nickel_alloy,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,8049.37,200975451405.75,0.2836,306497286.49,571547271.99,43706342.09,2.4974162e-05,689.16,306.9059,2026-02-02T18:45:01.451516,2026-02-02T18:45:01.451520,239
191,Magnesium AZ31B [0191],metal,magnesium,AZ31B,ASTM,ASTM E670,X46384,,"bundle,magnesium,metal,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,7650.33,205948769620.19,0.2962,544510305.27,1280336296.53,74559839.17,1.400796e-05,1400.43,312.9056,2026-02-02T18:45:01.452173,2026-02-02T18:45:01.452176,241
192,Aramid Frp AFRP-UD [0192],composite,aramid FRP,AFRP-UD,JIS,JIS H4016,,,"aramid_FRP,bundle,composite,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,2050.41,139515173805.11,0.2401,333486545.75,1589110532.09,5084304.03,4.1409869e-06,203.81,14.8605,2026-02-02T18:45:01.452511,2026-02-02T18:45:01.452515,242
193,Nickel Alloy Inconel 625 [0193],metal,nickel alloy,Inconel 625,EN,EN 57105,X84827,1.9048,"bundle,metal,nickel_alloy,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,7569.69,95602595005.95,0.2765,974651261.35,1816512653.58,116310274.03,1.096614e-05,1698.51,138.8359,2026-02-02T18:45:01.452840,2026-02-02T18:45:01.452844,243
194,Epoxy EP-Toughened [0194],polymer,epoxy,EP-Toughened,ASTM,ASTM B805,,,"bundle,epoxy,polymer,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,1497.11,6838052102.54,0.394,51547364.56,243173856.22,2301647.65,4.8231372e-05,152.73,0.3526,2026-02-02T18:45:01.453563,2026-02-02T18:45:01.453567,245
195,Titanium CP Grade 2 [0195],metal,titanium,CP Grade 2,ISO,ISO 51068,X45841,,"bundle,metal,synthetic,titanium",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,7486.48,126885641137.34,0.2616,843623181.83,1490894285.97,48129587.72,1.4490934e-05,739.82,178.4655,2026-02-02T18:45:01.466640,2026-02-02T18:45:01.466649,247
196,Zirconia Y-TZP [0196],ceramic,zirconia,Y-TZP,JIS,JIS G4396,,,"bundle,ceramic,synthetic,zirconia",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,2362.86,256388479210.74,0.2932,1093897983.25,2050162302.59,9493131.24,5.4502095e-07,2575.95,218.6535,2026-02-02T18:45:01.467257,2026-02-02T18:45:01.467262,248
197,Copper Alloy C36000 [0197],metal,copper alloy,C36000,EN,EN 90992,X80657,1.2857,"bundle,copper_alloy,metal,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,8432.3,61350535045.31,0.3152,604986314.13,1146139238.14,75688852.15,7.4430026e-06,1271.8,414.1653,2026-02-02T18:45:01.467740,2026-02-02T18:45:01.467747,249
198,Copper Alloy C11000 [0198],metal,copper alloy,C11000,ISO,ISO 82099,X67542,,"bundle,copper_alloy,metal,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,8775.73,139334358309.85,0.2724,329054133.52,1551549623.64,28510249.35,2.1834595e-05,838.83,144.7518,2026-02-02T18:45:01.468319,2026-02-02T18:45:01.468325,250
199,Pp PP-H [0199],polymer,pp,PP-H,EN,EN 92337,,1.4668,"bundle,polymer,pp,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,1122.31,3979952773.08,0.392,188082014.76,333471861.35,9059880.1,0.00010144072,197.42,0.7413,2026-02-02T18:45:01.469387,2026-02-02T18:45:01.469395,252
